@RELATION Twitter-Messages

@ATTRIBUTE text STRING
@ATTRIBUTE @@class@@ {anger, no_anger}

@DATA
'Hey dont write yourself off yet Little girl youre in the middle of the ride',no_anger
What,no_anger
'MENTION I sound really Brummie lol but most of all I just hate looking at myself',anger
'MENTION Call me when you have time and a good phone  I wanna catch up with you I love you and miss you',no_anger
'MENTION Damn it Must be Morrisons then',anger
'The only thing I hate about Playoff Pens hockey is how much the tickets are I wanted to go to a game but there 300 a ticket',anger
'MENTION seriously link plzz',no_anger
'MENTION lol MENTION on blipfm is not the MENTION on twitter i hate that song btw',anger
'I hate waiting in lines',anger
'at f work   want somebody to come',anger
'MENTION dammit no one tweet from september noodles is also taken',no_anger
'I hate tomtom City traffic sucks',anger
'UUUUUGH I HATE I MISSED MENTION INTERVIEW I WASNT AT HOME DARN',anger
'Got the keys to my new flat  gorgeous weather for weekend  and im spending it PACKING',anger
'God I HATE scary movies They are not fun at all Im such a wimpy',anger
'left school just now my new dress broke the strap ripped off',no_anger
'MENTION thanks',no_anger
'MENTION I dont even look at their fabric unless I need polar fleece   Its worth the extra  to go to Needle and Thread',anger
'I was awoken by loud banging and it continues all day  Good thing I got an early rest last night',anger
'dang need to go to cousins and i didnt upload all the videos  now i need to do it later',no_anger
'crap tying run is on 2nd  lets hold em Raiders',anger
'MENTION You are very sweet my everyday hero friend',no_anger
'MENTION  Ey boy I cant see the video because youtube says me The vid is private Why  I want to see it Besos grandes guapo',anger
'MENTION GO TO BED',anger
'MENTION Downside though is that youre breaking the thread',anger
'Im at church nowbout to od on my smoothie bc it might be melted when I come back',no_anger
'MENTION I guess itll work under fusion Otherwise youll have to boot directly to Vista just to do some online banking which sucks',no_anger
'listening to ECHO by Gorilla Zoe ahh love that song',no_anger
'Too hot Station isnt packed but train packed No windows open on train Roasted sardines',anger
'hope your weekend was fabulous  do anything interesting',no_anger
'MENTION Honored to tweet ya',no_anger
'Going to shawneeI hate the long drive therei just want to get all this paper work over with',anger
'URL  Camping at black butte lake',no_anger
'About to have dinner and then an evening of playing cards Already packed and ready to head home tomorrow   Do we have to go home',no_anger
'MENTION Damn that sucks',anger
'MENTION  damned hordies',anger
'I miss my saraH baby come back  fuck bbvag smell',no_anger
'MENTION haha i did a ltiitle bit yesterday and ive been out all day  so i think ima chick an allnighter  hahaha NOT COOL',anger
'MENTION Im going to ask Waldi I hope he makes a new keyword for me',anger
'The 500 I saved on not buying a couch is going towards paying my visit to ER for UTI',no_anger
'MENTION I was going to hiddenfile it and youre thinking about youtube SO NOTT Lol Hey put the phone down and more swimming',no_anger
'just woke up Im starving',anger
'To all my beautiful followers  check me out on YouTube maybe WwwYouTubecomusertheboomtube thnx loads',no_anger
'GAWD Im so tired still I have to move out of here into my new place by 530 PM cause I work  So stressed FB',anger
'Strugglingselfishness and jealousy doesnt get you any further in life ohh myyy',anger
'MENTION  I like it',no_anger
'Hanging out at the San Fran airport Got a few hour wait until I go anywhereBTW SFOs 7 wifi is garbage',anger
'Big booming thunder storm almost here  Maybe we can all go home early  Ah probably not',no_anger
'MENTION happy birthday month I only get a day but you deserve the whole month',anger
'watching lauras nephew dance',no_anger
'MENTION Wish me happy birthday my eyes are tearing',no_anger
'MENTION LMAO ugh i know i need to sleep the Qdoba off before i do all that workin out and no ur pic doesnt show',anger
'MENTION when u gonna come show minnesota some love though hun',no_anger
'Reminising on such a wonderful day yesterday with my family and my love  Nothing like shooting some basketball with the men in my life',no_anger
'MENTION i want chinese food really baaad',anger
'MENTION woooooow I wanna join the maseera but on bed rest cant drive  R thy going crazy or its the boring type',no_anger
'MENTION MENTION firefox ok but opera and IE  footer is not ok',anger
'URL  this is post guitar hero ass kicking',no_anger
'hate this fucking cold i cant stop sneezing and claratyne only works for an hr or 2',anger
'MENTION I forgot that was tonight Was planning on heading down to the Cask that might not be such a good idea',no_anger
'MENTION Sorry  Ill make sure to bomb in talk at SSUG next month as penance',anger
'Almost lunch time',no_anger
'gahh im so tired right now',no_anger
'MENTION omgsh i know  im dealing with that rite now its no fun',anger
'MENTION I love it Tell me it didnt match my shirt perfectly Can you just not move PLEASE What am I supposed to do without you',anger
'would some one plese suggest me a great thriller movie',no_anger
'MENTION I sent u a direct message theres my mail',no_anger
'MENTION go into an antigravity chamber then you can tell gravity to suck it',anger
'FYI a lot of you people that are following me i have unfollowed a lot of you  yer kinda boring me or not really helpful to my egrowth',no_anger
'Stuck in an office red hot',anger
'Almost got sharpied in the face while falling asleep  being sick sucks',anger
'michelle is a hot mama with chichis grande',no_anger
'MENTION  Dont hate me  I seek approval from anyone and everyone',anger
'MENTION yeah just knew him because of your link  HES COMPLETELY AMAZING AND HE SINGS PHANTOM',no_anger
'Just got home no rosie surprise of smiles hugs  kisses waiting for me',no_anger
'My stomach hurts so bad',no_anger
'Shit shit i didnt mean to dall asleep again its 9am I wanted to be out by 930 Dont know why Im so tiredI wasnt late last night',anger
'Ive come to the conclusion that lemongrass chicken tastes like lysol   so much for lunch',anger
'MENTION not really  Just have to install OS X on a harddrive and get it to boot on schools iMacs',no_anger
'Installing a new hard drive Gotta redo everything though',no_anger
'i have to poop MENTION is hogging the shitter',anger
'MENTION so cool if only i could call my phone wont let me calll the number',anger
'MENTION really bcoz im not good in math  we r learning sumthing that we wont need  so thats why i dont like math  my teacher is uh',anger
'and all woman who transfer their first impressions sexualmaternal onto a less threatening man  are themselves as weak as Him',no_anger
'too sick for rigging tomorrow',anger
'My belly is speaking to me I need food',no_anger
'MENTION That sucks majorlyhhhmmmnnnIm thinkingI wouldve said the self tanner or a really good concealerIm stuck',anger
'Trying to recover photos after a problem between Windows and my XD card Result shots are all half visible  damn Microsoft',anger
'Little brothers being funny  Congrats on the engagement URL',no_anger
'Haha Its pretty good  theyre making something with chicken  yum',no_anger
'MENTION LOL Me too Going out at 12am isnt as easy as it used to be',no_anger
'MENTION MENTION Guys nothing is free in life Where is my shidduch money',no_anger
'MENTION cough star trek cough',anger
'my hsbc savings apy dropped to 155 sort of feeling like pulling out all my money and keeping it underneath my mattress',anger
'I hate it when Trevor drives',anger
'MENTION THIS WEBSITE GAVE ME A VIRUS When i opened it more windows kept POPPING up',anger
'I am saving for a Ipod Touch a 1TB external and a RAM upgrade No more morning coffees',no_anger
'MENTION  I never followed him in the first  place   He is a useless waste of space and Im not a conservative LOL',anger
'massive headache argh',no_anger
'My hair dresser passed away yesterday from breast cancer  She was the greatest hair dresser Id ever been to',no_anger
'MENTION Im so ready for the weekend Did you see all the flash flood warnings for around here',no_anger
'okay really really bored i watched a michael jackson concert from 1992 hes awesome  and his short films r coolio too',no_anger
'MENTION Drinking alone after working til 10 PM can be relaxing or made better by adding one fun person to laugh with',no_anger
'MENTION ohh right but it turned her curve into a right angle I just like her better curvey   thanks for letting me know though',no_anger
'Booo totally bored',anger
'MENTION Heres a more appropriate  tweet is everything ok  Your last 3 days of tweets dont paint a good picture C',no_anger
'Gooood party last night  Although I am extremely tired now xD Off to bed to lounge around watch tv and sleep all day',no_anger
'Working late at night on a Dell notebook Dells quality has gone down hill warrenty service sucks too poor people  buy a Mac instead',anger
'hate living down here in fl missing GA like crazylike they say you dont know what you got till its gone  GA on my mind',no_anger
'MENTION  i are lucas till  david henrie lovers both boys are very cute  but MENTION you can have lucas  ill have henrie  DEAL',no_anger
'my phone is dead  this sucks',anger
'This train is so squeaky its givin me a sore head its bad enough i have to go to work',anger
'MENTION Oh damn That really sucks',anger
'No tourney til next weekend    URL',no_anger
'MENTION Thanks for the info',no_anger
'MENTION Im a minute in and I want to strangle the used car salesman doing the presentation Is he related to the ShamWOW guy',anger
'Going to have one last cig then head to bed Night Tweeters',no_anger
'amandastorlie Shut up and put your money where your mouth is thats what you get for waking up in vegas',anger
'Sittin through this boring ass conference call Then i get to go home n nap missin MENTION alot',anger
'MENTION damn no dublin',no_anger
'my roommate MENTION loves to ignore me',anger
'MENTION rlly dead  Descanse em paz luto sad RIP',no_anger
'i hate bureaucracy ahwell aussies still going good',anger
'got my wisdom teeth removed it hurts',no_anger
'MENTION We got out there and the cafe was booked solid LOL Doesnt matter  Mum got some plants anyway',no_anger
'Working on a Friday night',no_anger
'MENTION Hey Is it going to be viewable in the UK this time  It broke my heart when I couldnt play the last one  haha',no_anger
'MENTION I hope so too  How are you',no_anger
'MENTION as always  coffee cookies',no_anger
'good morning have to get ready to go to the hospital and get a cat scan best wishes to you',no_anger
'Fuckin padtron  con sheilaneilgiodexwongoponchobeboantlulutherest of the niggasz',anger
'MENTION Aint the UK fans your fav people',no_anger
'MENTION Ah I thought management fiat was your own fiat  Oh well And Shripriya or Shri if one must shorten it',no_anger
'MENTION u think u have bills HaIi just finished paying mine thats y Im broke',anger
'penssteigyno politics hunthe obamas are not watching hockey',no_anger
'MENTION Youre such a sappy little fellow  Thanks for all the well wishes Ill need them After today I have one more exam',no_anger
'MENTION my internet is being a  again wtf i think im gonna sleep afterward internet is driving me crazyyy',anger
'watching little bear',no_anger
'OIL IS CHANGED  And I am filthy    But its an accomplished filthy',anger
'Omg i got a black eye from a deck of cards i choked on laffy taffy and i am officaly done with school Sad now',no_anger
'MENTION Sorry but I dont see a Twitter user named MENTION',no_anger
'Is in the badbooks again dont know why I bother',no_anger
'MENTION im goodmaking a list of things to do todayI have a week off in a few daysI dont want to be doing these chores things then',anger
'MENTION Welcome',no_anger
'discovered cause of a bug in the new NetPLAYER 4 build Publishing bug fix now hopefully new beta by tomorrow',anger
'left school just now my new dress broke the strap ripped off',anger
'ahhh u know what really sucks i sprained my toe OUCH',anger
'Britt  had to do it she came all the way down to say May the fourth be with you  our work is done',no_anger
'MENTION yeah it was shit D im so tired i have a headache and now i have to play a game of rygby D but ill be right  xxx 33',anger
'MENTION Um your latest tweet sounds like something bad has gone down',no_anger
'Having really bad sorehead',anger
'FML  i have the worst paper cut on my knuckle from all the papers i was handling i hat this damn research paper',anger
'LaLaLand why am i liking that song so much Anyhoo grr I have a cold but thank goodness though the sore throat has gone',no_anger
'MENTION thats because youve been avoiding me',no_anger
'school and the guy i like was talking to the girl i cant stand at all  ppl are just soooughhhh',anger
'MENTION someone hates me',anger
'urgh i really hate that medicine',anger
'MENTION  mayyyybe',no_anger
'I didnt find my dress',no_anger
'MENTION so jealous',anger
'is downloading new fonts  again  URL',anger
'My Boss is in Las Vegas on the 14th APP Conferencepfff',anger
'MENTION that David  nice to know he feels so comfortable twitting or tweeting us   I have a feeling he misses home',no_anger
'MENTION MENTION They follow me',no_anger
'is having brain blockage in musical thoughts',no_anger
'URL  me again',anger
'its raining again',no_anger
'MENTION I watched it all online URL has the last 8 episodes of S5',no_anger
'MENTION man that sucks',anger
'MENTION no your not  they are very cute how you going being a daddy',no_anger
'Im pretty sure Isis has a tapeworm  So shes allowed to snuggle with me all she wants tonight',anger
'Work till 6then dreadful tv shopping cause mine broke',anger
'almost everyone can suck my clit right about now ive had it up to here with people fucking me over',anger
'Employee orientation for serco  yayy Im excitednervous Wish me luck',no_anger
'Hell yeah Kellynn got a Twitter Finally',no_anger
'Hehe MENTION in MENTION sta se malce preve vivela v verajnji Dark was the night koncert  No ob takem lineupu',no_anger
'I am beginning to think sun blcok is a haox',anger
'MENTION Im suffering from the Internet that works bad only sites hosted on russian servers are available for me',no_anger
'MENTION  LOL yeah he unfollowed me bkuz  I was just jokein with him bwt somethn n I quess he took it serious',no_anger
'Chillen with Csla Waiting to start Watchin pacquiao rerun',no_anger
'Swolen as shitt  boo hoo',anger
'Ps I got Ben Button today completes my Best Picture nomsgot all 5 now It was a GREAT year',no_anger
'lunch was depressing All the seinors were balling Really sad',anger
'wow my grandma passed awayIm too sick to even think I know shes in a better place now',no_anger
'MENTION I cant view anything Gerald Not only am I banned I cant even read the damn place',anger
'MENTION wasnt it supposed to have been in for yesterday',no_anger
'MENTION   so not close enough that I could run out and get one',no_anger
'MENTION How dare you apologize to the UK for being gone for a while but dont apologize to america for never touring here at all',anger
'Just wanted to say positivity is doin me good Change it up Wont regret it Forsure',anger
'omg mcdonalds combo and wendys sundae  puke material',no_anger
'dam it keeps rainin on me',anger
'MENTION nicks voice still makes me wanna kill things',anger
'MENTION MENTION MENTION thanks udah di follow',no_anger
'i have no idea wtf im doing',anger
'Im here at work super bored',no_anger
'my gawwddd  6 headshotss inna row im on fyaaahhh',anger
'MENTION  o2  train from Bristol to London Its terrible  and no wifi',anger
'Oh god I want to blow up my tooth It hurts',anger
'Tried on all the shoes in new look',no_anger
'MENTION Damn Id be interested in working with Care2 but I dont live in SF anymore',no_anger
'MENTION hi thanks for following me u doing much been a long time since i last chatted to u',no_anger
'I hate the exams  first time and last time in this school  then im out  after 10 years yaaaay',anger
'Radio Royals AM Transmitter has packed up today not good   Anyone got a spare in your shed lol',no_anger
'Wow Im really bored and pissed I left my library card when I had to take the Booky Wook back',anger
'MENTION haha I know And then I need a new car too Oh ps I got a speeding ticket',no_anger
'Jealousy makes u into a different person  I freakin hate being this way  gotta suck it up I guess',anger
'Worst day ever And its only noon',anger
'Why is it that America celebrates mothers day on a different day to England AnyhoooHappy Mothers Day 2 All American Mumzys  x',anger
'MENTION yeah sucks eh',anger
'MENTION oh naw ill always be dha same cece but when chanqes are needed ill make them',no_anger
'MENTION do you like the rain too  I love rainstorms and fresh wind  Nature is amazing',no_anger
'WORKK yay',no_anger
'MENTION That drives me nuts',anger
'MENTION whats goin on hun  Im worried about you',no_anger
'I always want to be perfect Thats so hard cause I even know that its impossible',anger
'CNews wasnt as bad as I expected could have done better but today we did a great show',no_anger
'Hmm maybe I this time I really did over react and do the worst',anger
'MENTION  Yes But Cute AND Predictable works for you',no_anger
'i totally need to go to the doctor for my armthis bitch is STILL hurtin like hell      i shall return',no_anger
'MENTION URL  whens your little gingg getting twitter  from g  j',no_anger
'getting ready for summy yummy cocoa crispies',no_anger
'MENTION You and your Yuotube links  DENIED at work',anger
'My head hurts because that air freshner is the most horriblel scent ever Im super grossed out',anger
'oh i hate friday evening',anger
'Shit week all fucking week  off to the gym now with the worst headache',anger
'MENTION ugh Fuck it Today doesnt look like its going to work  im sorry',anger
'MENTION sike sike call it truce u still a bitch and my ppl still gonna air u out tho',anger
'I painted my nails metallic blue but Im really sure about how it looks its a pretty weird color I think its cool',no_anger
'MENTION briliant May the fourth be with you  starwarsday starwars',no_anger
'MENTION what happened whos the jerk',anger
'btw ian watkins has stopped following me  so i am a wee bit pissed off',anger
'For some dumb reason my dresser is sticky on top And for another reason a family history book got attached to it  Now the back is jacked',anger
'i hate school but i love chiodos',no_anger
'gonna get off to try and catch some Zs no more high school after tomorrow which really sucks  i wish i didnt have to grow up',anger
'so very irratated',anger
'MENTION oh Yeahyour mom told be about that  I thought you meant his twitter ID  I was very confused That sucks Sick',anger
'enjoying a fresh mango bubbletea slush   but still at work',anger
'At the grove just watched star trek grabbing some food',no_anger
'oh dear gareths bday 2moro all my girlfriends are abroad  lucky niamh is coming home 2moro poor gareth has 2 listen 2 me talk all day',no_anger
'Apple is also rotten in the center just my luck',anger
'MENTION No FTPBrowser on the Mac  I may visit an old Mac Lab or Sneakernet with ZIP100s to Kinkos Anyone with Fetch on a Floppy DM me',anger
'Hates moving',no_anger
'MENTION College cops they get suspicious when they see more than one person in a group together',no_anger
'oh man just seen the BGT news not cool i loved greg  that dancing weepy kid was just fucking obnoxious imo',no_anger
'MENTION haha thanks to you thats my new word for the week MOFO',no_anger
'MENTION well you know those kind of guys are just idiots',no_anger
'So annoyed I missed Mitch Benn  Lemon Tree damn you Whats On',no_anger
'MENTION LOL nah  of course youll get the DVD first since youve already ordered it ill sign up to Bebo on Tuesday then lol  xx',no_anger
'On page 214 of 320 of Betrayed by PC Cast really starting to enjoy this series',no_anger
'MENTION Good luck If I remember right everything in England is a rip off anyway And next time write me back Haha',anger
'URL  dont worry  i let him go  i named him fishyyy',anger
'MENTION hahahaha Nahh sowwieee  I had to git a shirt to match dez sneakerz nd idk if they da same color Aghhh O lol',anger
'rickbaker24 follow me please i only have 6',no_anger
'MENTION I hope you meant ten hour shiFt ya nasty Poor guy either way   URL',no_anger
'i have a degreebitches moving t o dallas in a few hours',anger
'I had to postpone the photoshoot Stupid Wisconsin weather Why cant it be sunny Working out tanning preschool grad night then out',anger
'fml i stepped on a needle ouch waaaaa  damn drycleaners',no_anger
'Happy Mothers day mang thank you and i love you',no_anger
'MENTION im going to smack you',anger
'MENTION garcia bend learned that lesson last night I thought i was gonna throw up Got our tix for fashion show at end of mo',anger
'Ugh I hate 90 degree weather',anger
'so much for an amazing daysome pervert just ruined it',anger
'Liesliesliesyou just cant avoid to lie about practicallyEVERYTHING',anger
'Had the hottest and stressiest day at work  f the area manager So happy to be going home',anger
'Gah Im jittery and upset for absolutely NO reason',no_anger
'waiting  gg is loading   annoying',anger
'MENTION ok so Im having a complete insomniac moment Its 6amalmost and Im STILL awake I hate when I cant stop thinking  mornin',anger
'MENTION Dont tease me Im in desperate need of an adjustment',no_anger
'MENTION aw poor u   DONT let her get 2 u just ignore her n keep ur head held high she iz just immature lil girl lol',anger
'i cant studyyyyyyyyyyyyyyyyyyyyyyyyy  i have an exam tom',anger
'MENTION getting there sat afternoon I think No costume yet  womp wompppppp',no_anger
'FUCK EM',anger
'MENTION she is all grown up',no_anger
'wishing warped tour came to london canada',no_anger
'had a great time last night but my eye is burning  it hurts bad',anger
'watching beauty  the beast  haha',no_anger
'MENTION MENTION Sorry to have missed it Yes Im a lazy bastard  Up but still not dressed',no_anger
'Seems like everyone I know is asking for computer help   kill me now',anger
'MENTION not very effective for me  i am stuck i either sit up let it cramp or lie down and pay the consequence later EEPS',anger
'MENTION doesnt work already',no_anger
'Sometimes the things you say hurt the ones you love most unintentionally  And you can never ever take it back or fix it',no_anger
'Geometry is so Damn boring  waste of time 20 more minutes left',no_anger
'is very worried about sam  and wants to know he okay',no_anger
'Jumping im the shower after a long day of work  it shall feel ahmazing I CAN MATH',no_anger
'MENTION Hey Wahts happening in coffeclub I didnt have coffee for two days now MENTION',anger
'MENTION A new baby How exciting  Congrats in advance',no_anger
'Ended up riding down brick lane  The A12 was dead apart from scameras every 5 minutes took an hour to get in',anger
'MENTION make the most of pork products while you can theyve fucking stopped importing it here in dubai bad times',anger
'MENTION lmao ight im dun wit the faces lmao id rather see urs tho  lol',anger
'MENTION ah thats annoying',anger
'is fed up of stupid bots adding me',anger
'EVERYONE VOTE FOR MILEY CYRUS FOR THE MTV MOVIE AWARDS BECAUSE I CANT THAT DOET WORK AT ME IM FRUSTRADED',anger
'MENTION Link to ff how it works is broke',anger
'fuuuuu helllla sleepy had no lunch now Im working 4 to 10 gota wait till 6 to eat',anger
'grrh my phone brand new might i add keep just switching itself off and others are saying theirs does the same',no_anger
'MENTION I had to sell guitar hero with ps3 to fund splitting with ex',no_anger
'MENTION I am very angry at this information Marcos',anger
'MENTION its not a starfleet one  its not even a romulin one  its like the random one i dont remember ha and you cant wear it lame',no_anger
'said final farewells to roommate  almost finished packing then its dc or bust on the 3rd california i divorce you x 3',anger
'Made my first Skype to landline call  Good call quality quite impressed',no_anger
'got a little scare tonight couldnt fall back to sleep so i started working on my digital imaging project looking good',anger
'MENTION nah How it sucks to wear a suit and how the temp goes up 10 degrees when someone sits next to you',anger
'Im so angry right now  today im not doind nothing and all my classmates yes  i think i will stay with my friend MrComputer  hope not',anger
'MENTION Hugs to hubby Ill probably be in the same place come the 1st of September',no_anger
'MENTION dw you never will  xx',anger
'Doing a mass cleanout of my room before rearranging it Just sent mother out to buy me a bin and a bookshelf since mine sucks Bad mood',anger
'working again today  but off tomorrow for dans party yay',no_anger
'is at home with a pukey boy Poor little baby',no_anger
'craving a king sized snickers',no_anger
'why the fuck am I on twitter',anger
'MENTION ohhhh thunderstormsboo  why do they always have to make the power go out',anger
'MENTION well twitter doesnt even work from my phone anymore',anger
'Omg grr my parents left probably 15 minutes ago to belgium and typical i wake up a stupid oclock',anger
'it should be not a wink',anger
'I have to go clothes shopping tomorrow  I hate it but I have a serious clothes falling apart situation here',anger
'heading to Kitsilano for a BBQ  this weather is bea UTIFUL x',no_anger
'i met one of the nerdiest servers at chilis today lol he was awesome and i was his favorite',no_anger
'MENTION  Im sorry Youll get there dont worry one day at a time  We should hang when youre done',no_anger
'MENTION y r we giving up on people  I actually thought that way for a while too before I found someone who is very intriguing',anger
'MENTION Tell my work to give me two days off in a row Stat Im full time Im supposed to have priority',no_anger
'MENTION Y i would rather punch someone',anger
'Working on the stores Facebook group getting ready to relax and play some 360 Im thinking Mercenaries 2 tonight Me likey explosions',no_anger
'MENTION ew man i hate you  TBS 3',anger
'URL   dont judge me tucking myself in tonight  mogwai on repeat',anger
'in the mailbox already for 2 hours',no_anger
'Today i Know My Life Is Empty  Thats sad but real',anger
'Gus formally known as worlds ugliest dog has died  Well miss you Gus URL',no_anger
'Dinner with Gma and the big sis by the water  yummmmmm',no_anger
'MENTION of course it is   URL',no_anger
'URL  Leisure Bay beach  I see the pic wasnt uploaded last time grrr',anger
'MENTION lol y does ur tweet sound like ur voice yelling at me  lol',anger
'is going out for dinner just the two of us niceeeee',no_anger
'MENTION Their inability to manage money tough job market and theyre getting behind on bills This is why no savings is bad',no_anger
'Ugh i hate not having my car i miss you my little ford focus',anger
'MENTION LOVE the album guys and cant wait for the official release  Just curious what top 3 softsynthsDAW were used on it',no_anger
'MENTION loll my dad leavingg and moving to las vegas and myy now ex boyfrienndd is FINALLLY done talking to me and has left me alone',anger
'The Bucket List was a very bad film choice this evening  I may need therapy now',anger
'MENTION i love you but i cant call you cause i live in argentina  really really love you mitchel',no_anger
'Just finished reading Chuck Palahniuks Pygmy and kind of hated it Im really disappointed I had pretty high hopes for this one',anger
'fuck you ipod for freezing when i need you most',anger
'MENTION  hahaha well its try its so ugly',anger
'Huh another ScarePoint coding Sunday',anger
'I started XSlimmer at eight this morning its still going  I hate that it always wants my friggin password',anger
'my 6th wedding anniversary today so lucky to have such a gorgeous wife',no_anger
'MENTION Hey did his wife die I am really confused I hadnt been on his MySpace in a little while but I just read his Twit',no_anger
'Congrats Mine That Bird for being an underdog and kicking the crap out of all the other runners yesterday I love seeing that happen',no_anger
'This herniated disc sucks  Im stuck mostly on my back when I could be out riding',anger
'what am i doing drinking a shitload of water to get rid off me hangover then training at 9am',anger
'MENTION Hope your son is okay',no_anger
'Happy 2 b out of school People just piss me off sometimes',anger
'MENTION  it so sucks not having fast internet   dial up sucks everything takes to long to load no way i would have won',anger
'MENTION Agreed the review process is unfortunately not a very fair one    iphonedev',anger
'MENTION You wouldnt change your fans for the world tbh i dont think anyone would change mcfly for the world  Yous are too amazing  x',no_anger
'Just found out  URL  the fucking frenchies have set a precedent',no_anger
'MENTION Im sorry but xmen sucks in a bad way  p',anger
'MENTION Celebrity sighting Spongebobs here BEA09   LOL Now Im even more distraught I missed it',no_anger
'do not go to moes mexican grill it is TOO spicy',no_anger
'Oh shit  I forgot to eat Grumble grumble',no_anger
'MENTION  yes indeed makes it a bitch to try and design universally',anger
'Had to fix bike chain on the way to workarrived a filthy bloody mess   lovely weather though',anger
'Just got to work  Today is going to be another long ass day',anger
'I am so damn hungry its not even funny',anger
'MENTION alison is great around miley love to meet her when you see her can you tell her to give a shoutout to MENTION  1 fan',no_anger
'MENTION yeah that is the one thing i hate about tweetdeck',anger
'MENTION Oh so nooooowwww youre too busy for medam I see how it is How long we known each other',anger
'Its fucking cold here north now It was like 77 DF yesterday where I was here its 374',no_anger
'Stupid storm No river for us tonight',anger
'My stomach is all EXPLODE from the wendys  why is everything that tastes good bad for you',anger
'MENTION Hey Polka dots or black dress Both very glam Mobile twitters a bit crap at the mo',anger
'Any city person want to trade n live in the country House comes w racoons n skunks livin under deck sigh',anger
'i have geographie next  and I HATE IT',anger
'MENTION hey  not much you',no_anger
'I miss my saraH baby come back  fuck bbvag smell',anger
'Stupid idiot who ran a stop sing and almost killed me and my car',anger
'never does  anything good school and rabbit it my life cycle dunno how to tune a giutar so i am stuffed',anger
'left the inn  now im at school dang its straight up dead here 3Hannah',no_anger
'MENTION dis Dick',anger
'taking sad to a whole new level',no_anger
'MENTION this time there is a theme and it is purple',no_anger
'michael scofiled Noooooo   I hate the writer director n production',no_anger
'MENTION It makes me feel physically sick I read Let The Right One In and was only horrified by the cat violence  Just horrible',anger
'Just got woken up by my mom Our ENTIRE first floor is flooded All our furniture curtains moms expensive rugs Soaked and ruined',anger
'MENTION you didnt come to see the hosts at hilton mr thomas we spent lots of money for nothing thats boring',anger
'MENTION its too friggin late now',no_anger
'Just got a follow from MENTION Yep its spam Damn twitter traffic machine',anger
'ans so the lionkicked the dogs ass',anger
'for the gays i only made 200 tonight',no_anger
'I BET BLACK PLANET LOL I DIDNT HAVE A PROBLEM WITH IT BUT SHE WAS UGLY',anger
'MENTION and MENTION yea just confirmed that this game indeed is already patched  LOL guess youll have to help me tomorrow',no_anger
'MENTION in that case thats a stupid move  I thought they were being BA',anger
'I hate packing',anger
'MENTION Im on my way',no_anger
'MENTION Good night  Sorry I missed you during our morning window  See you at 5 I suspect',no_anger
'Gahh  This weather sucksss',anger
'well  that blows  Sorry to cut it short It wont work for me I didnt get to say byeso goodnight guys  thx for watching  Love u guys',no_anger
'MENTION yer oh thats gay cause u hell need to post more haha so we can talk',anger
'MENTION Thanks Im not quite ready for a marathon yet  if at all not this year anyway',no_anger
'MENTION Hi fellow Peruvian',no_anger
'FUCK slept in',anger
'Shopping at sams club in baton rouge Mom brought stepdad to charity hospital so i cant go home yet  i had plans',no_anger
'I was on time three shifts in a row  but I woke up at 840 and works at 9 five minutes late ugh',no_anger
'I just spent 2 hours playing TF2 and I dont think Im any better at it than when I started',no_anger
'Frustrating when u r in the mood but your partner is at work Ugh',no_anger
'Phone disconnects my internet Right in the middle of an uber  Also first Tweet from inside of Steam',anger
'MENTION eh youre a really nice girl   How are you miss youuuuuuu',no_anger
'MENTION And with it I can be online even after I have to log off habbo',anger
'MENTION nah will didnt tell diego so we at some donminican spot getting fucked up',anger
'last few hours in singapore  i dont want to leave',no_anger
'MENTION ugh I know the economy is depressing',no_anger
'I told andrew that JT is going to cameo  MTV movie awards He said hes pissing me off guess theyre in a fight',anger
'MENTION unfortunately noy   my life suck this year',anger
'I spoke too soon a nasty thunderstorm just came out of nowhereI got soaked making a quick run to the store',anger
'Home from Ghosts of Girlfriends past with my lovely luddite  Not exactly high theatre but a good date movie',no_anger
'Did a historical Jesus ever exist Im finding it hard to prove its all hearsay accounts  it bugs me',anger
'MENTION I dont even want to know WHY you know about VHEMT but dont go  wed miss you',no_anger
'new to this shiznaay',no_anger
'MENTION MENTION MENTION Goodnite sexy twiggas',no_anger
'On the bus Yay six flags',no_anger
'MENTION Hi I have uploaded 5 completely new Chinese Lessons on wwwyoutubecomChineseLearn Please feel free to watch and enjoy',no_anger
'MENTION MENTION dont listenhe do himbut I tried not taking a nap yesterday and I still was up til 1am and than I got up at 7am',anger
'But he has an out of date script Thats really bad So midway thru his pitch we catch it He gets all butthurt and storms out His loss',anger
'hate living down here in fl missing GA like crazylike they say you dont know what you got till its gone  GA on my mind',anger
'Im at my saddest right now I lost my mobile phone earphones Waz feels a little incomplete and I feel the same',no_anger
'MENTION  yer it ispoor little cock  but she well doesnt deserve the stick off everyone cowell once again going against producer',anger
'i hateeeeeeeeee telemarketers gotten about 10 phone calls today from them and its only 3 in the afternoon',anger
'is tryna find her a 30 yr old junt with a 401 k stable job good home with an extra room 4 me and my baggageso tired of u young dudes',anger
'MENTION  what did she EVER do to piss them off    I thought you just meant castingrelated wank not more of that crap',anger
'SON OF A BITCH ARGGGHHHHHHHHHHH SO OVER IT',anger
'Working   But its Fridaaaayyyyy',anger
'i love my mommy',no_anger
'will be very hard to go back to work this morning 4 straight days at disneyland tends to do that',anger
