@RELATION Twitter-Messages

@ATTRIBUTE text STRING
@ATTRIBUTE class {angry, disgust, happy, sad, surprise, nocode, not-relevant}

@DATA
'Unfortunately the transition narrative parts of those stories were handwaved away in the commentary. USER USER',sad
'USER USER happy birthday libby xx',nocode
'A taste for honey: bees in African rock art URL via USER',nocode
'USER USER USER craigavon trades council sends a message of solidarity',nocode
'Start your USER #FirstThursday at Ceviche Old St Gallery from 6pm next week: URL URL',nocode
'USER USER  it\'s very beautiful and creative painting',happy
'USER USER Sounds to me like #FemalePrivilege is making them take their time.  #EverydaySexism',nocode
'USER  : Cover Ulysses-nya Joyce karya Matisse : URL',nocode
'Volunteers needed for ARTIST ROOMS: Gerhard Richter USER URL Deadline: Thurs 3 Sept #artopps',nocode
'USER is that the Mold gold cape in the first pic, or am I mistaken?',nocode
'#JanVanEyck: Hombre con turbante.1433 USER URL',nocode
'1/2 Record USER of 18th cent conversation in #Australia. British soldier &amp; #Aboriginal woman Patyegarang... URL',nocode
'We\'ve joined Instagram. Follow us to stop, look, discover, and share: URL URL via USER',not-relevant
'Rehearsing for my British Museum show July 12. Performance Drawing, durational. #art USER USER USER  #egyptart',nocode
'The first owner of Cézanne\'s \'The Stove in the Studio\' was his boyhood friend, Emile Zola... URL via USER',nocode
'Lovely to see the house at USER this morning for a final peek! #cambridge #art URL',happy
'It\'s wine o\'clock at the National Cafe with oliverpeyton USER tonight - half price wine… URL',nocode
'Looking forward to the soundscapes exhibition at the USER in July: URL',happy
'Happy Birthday #Rubens - #Samson and Delilah USER - sexiest painting in the world! That #purple drapery! URL',happy
'USER USER Real significance of  Arabic Mint in England in revealing European Islamic past URL',nocode
'Great USER #BaroqueSSN study day at USER discussing the gallery\'s fantastic new rehang &amp; visitor engagement with 17C art',nocode
'Enjoyed our visit to the USER today! URL',happy
'#speechless #IngmarBergman #silence #tystnaden 1963 USER USER USER USER URL',nocode
'Tonight, head to USER for a talk on \'Theatricality in Contemporary Art &amp; Stage Design\' URL',nocode
'Tokens designed + made ready for new Egyptian Tours starting USER this Sat. Get yrs from reception on the day URL',nocode
'USER Ancient beauty is much more dependable...:) (thank you for retweeting)... :) USER',happy
'British Museum USER #photography #streetphotography URL',nocode
'USER USER USER USER I\'m not sure if this is the same Christopher Wood...',nocode
'USER - this looks like a brilliant summer programme!',happy
'USER That\'s cool!',happy
'Cornelis Visscher: \"The Large Cat,\" an engraving. The Netherlands, 1657. URL USER URL',nocode
'USER How do you think curators can keep traditional art relevant in a contemporary age? #AskTheGallery URL',nocode
'Alan Cotton &amp; David Hempleman-Adams here on campus at The Edge this Thursday. Come along URL USER',nocode
'#IndigenousAustralia exhibition USER is powerful and moving. Importantly, it doesn\'t gloss over the evils of colonialism. See it.',happy
'Face the Music! URL 100s contrib. inc. USER USER USER',happy
'USER USER fitting that Fathers Day is also the longest day',not-relevant
'MT USER It\'s the longest day in northern hemisphere: #SummerSolstice at Stonehenge URL URL”',nocode
'USER USER thanks! USER just got on IG yesterday as USER Thats a must-follow',happy
'Our review of USER new Rothschild Renaissance gallery: \"Challenging &amp; intriguing\" URL URL',happy
'Found some pretty old USER web design work URL',nocode
'Very excited for the Jackson Pollock press viewing USER today! #sneakpeek',happy
'USER USER USER Hello and thank you for the warm welcome!',happy
'#askthegallery How much public money have you spend on brining in CIS scabs during the current PCS dispute? USER',angry
'I\'m at USER in London, Greater London URL',nocode
'Together we can climb every mountain USER USER   URL  URL URL',nocode
'Great opportunity to see Russian artist Arseny Zhilyaev at USER this Thurs, who\'s on show USER URL',happy
'Greek Sculpture USER Learn more about out AW15 inspiration on the journal  URL URL',nocode
'Saw this USER and thought of you USER URL URL',nocode
'Please still come down we are open until 5pm today we would love to see you. #CastleHill15 USER USER',happy
'\'visually striking compilation\' great blog USER on RiverStarsReindeer USER URL URL',happy
'From The Tomb Of #Nebamun — 1350 BC | #Egyptology #Archaeology #AncientEgypt USER URL',nocode
'Finally made it to USER #AncientLives #8mummies. Another stunning triumph of the fab USER studio URL',happy
'Ethel Maude collective (includes me!) screening in the Luminous Latitudes programme USER Thurs 9 July URL',nocode
'URL USER USER USER USER',nocode
'USER Stimmt wohl, vielleicht müsste ein Dan Brown seinen Langdon ins Pergamon schicken? USER USER USER',nocode
'FAB Liverpool package Jackson Pollock: Blind Spots USER + USER + voucher #dazzleferry do pick it up USER',nocode
'USER USER USER USER USER USER USER  magnifique et émouvant !',not-relevant
'USER USER USER on the mall and many many many others.',nocode
'As a visitor low on cash, I was glad to see this prominent, but tasteful, text-to-give sign at the USER URL',happy
'Beauty and beastliness in ancient Greece: URL (about USER #DefiningBeauty)',nocode
'Pebble fancier and Tate curator in the 30s:Jim Ede\'s collection of stray objects and art USER - beautiful. URL',happy
'British Prints and Propaganda Exhibition in age of #Napoleon USER Feb 2-Aug 16 2015 URL URL',nocode
'USER false alarm - sorry!  I\'ve got it working on another device now.   will add USER to the list',not-relevant
'Great end to my time USER cake, a performance from the Zugubal dancers of the Torres Strait, and these! URL',happy
'USER #Velazquez Vénus exposée actuellement à Paris mais habituellement à la USER URL”',nocode
'USER Vielleicht ist das britische, kostenlose Modell ein Modell? USER USER USER',nocode
'USER enjoyed the Sansovino Frames! USER URL',happy
'Are the Rothschild bronzes by #Michelangelo USER is holding a conference to find out URL URL',nocode
'USER USER Thank you, Sir!',happy
'Today\'s \'A Monochrome Dream\' is out! URL Stories via USER USER USER',nocode
'USER Thank you for the information - it\'s a very beautiful painting 🎨',happy
'#DefiningBeauty wonderful exhibition     * * * *     5 stars    Thank You USER   :)  X URL',happy
'USER Nice info - it is election night in Denmark, so it was difficult keeping the concentration - but it looked interesting.',happy
'USER I bought this copy from your museum last summer. Love it! #beauty #artlovers',happy
'USER USER',nocode
'USER The second GENOCIDE against #biafra as promised by #buhari has begun 3 days of unreported aerial bombardment in #Biafraland',not-relevant
'The \'Take One Picture\' project gives children across the UK an opportunity to present their work USER URL PD',nocode
'Images of #Cambridge May 2015. 3. In the USER  URL',nocode
'This Sat #CastleHill15 is packed with free events indoors &amp; out for all ages - plus last chance to see USER URL',nocode
'Go see Art in Dialogue: Duccio | Caro USER this weekend URL URL',nocode
'Great to see the newly re-hung Baroque galleries USER in association with USER USER make sure you don\'t miss out!',happy
'USER this image more like it?  thanks for highlighting USER &amp; USER #africanrockart work URL',happy
'A truly great museum... - Drinking a London Lager by USER at USER  — URL #photo',happy
'Aaron Angell in conversation with USER Sam Thorne, Sat 18 July 4pm, Studio Voltaire. Booking is recommended URL',nocode
'$27M Moscow modern art gallery opens URL #RussiaMuseum USER USER USER USER USER',nocode
'USER USER sooooo wish I was there!!!! I did my Art GCSE on him a very long time ago! ;)) he\'s the man!!!!',happy
'USER Good day, thanks regarding the follow.  URL',happy
'Great morning #ruskinturners #watercolours USER',happy
'USER USER USER A Gril luring quicksilver from a mine by her beauty #Mughal USER URL',happy
'Lo viste? El tuit más popular de hoy entre las personas que sigo URL por USER',nocode
'USER Pollock cool.',happy
'Planning to stop by the USER again tomorrow (24/6, Wed). Will the Van Gogh exhibit be open? #pleasesayyes',nocode
'USER Not from life then, since he died in his 30s',nocode
'The USER show \'Inventing Impressionism\' has left London for US but fascinating to read about even after: URL',happy
'This Saturday, find us at Castle Hill Open Day 2015 USER at the Methodist Church. #CastleHill15 URL',nocode
'Great to be at the USER tonight. Looking forward to the Main event next week with USER and USER #bestinshow',happy
'I\'ll be USER USER at 12.40pm talking about USER Pavilion, #BarbaraHepworth USER James Richards USER .',nocode
'I\'ve placed an #ExportBar on #Cezanne masterpiece that\'s been on loan to USER Last chance to keep it in UK URL',nocode
'#LeonardoDaVinci The Virgin and... URL USER USER USER #Art #Museum URL',nocode
'Parmi les grandes neiges de #Monet USER URL',not-relevant
'We\'re providing #PM &amp; #QS services for the USER gallery extension. URL',not-relevant
'After visiting USER it has got me even more excited for Uni (if that\'s possible) can\'t wait to visit again #HistoricalArchaeology',happy
'In \'Self Portrait\', Murillo\'s hand on the oval frame blurs the distinction between what i... URL via USER',nocode
'Vote 4 The Next Big TV &amp; Radio Presenter USER URL Watch URL #PresenterCamp USER',nocode
'USER 😘',nocode
'USER USER Rebecca Hossack @ British Museum talking about collecting Indigenous #Australian art Fri 3rd July 18.30',nocode
'Hear the painting. See the sound with Soundscapes at the USER until 6 Sep #MuseumMonday URL',nocode
'Thanks for the support ! USER USER',happy
'Tasty lunch in St Ives USER Inn before a visit to USER USER USER URL',happy
'USER USER USER surely that statue wd be cold? Is that the originator of the saying about freezing brass balls off?',surprise
'USER USER USER USER gracias! Tenemos solo 4 dias hasta q la campana URL se acaba!!',nocode
'USER USER Have you seen this?',nocode
'USER thank you for your wonderful activity today #Waterloo200 will you put together your tweets in Storify or similar?',happy
'This Sat #CastleHill15 is packed with free events indoors &amp; out for all ages - plus last chance to see USER URL',nocode
'I\'m at USER in London, Greater London URL',nocode
'Discover The Arts with Social Media: NOHO Featured Artist Natalie Ryde URL USER #London #Art #Video',nocode
'Our #HIV 50+ group had a great time Saturday eve at the Defining Beauty exhibition. Big thanks to USER :) URL',happy
'USER USER It\'s got to be a little mummified croc?',surprise
'USER #DefiningBeauty excellent a highlight of 2015. + your guy in the exhibition shop, fantastic service, asset to your museum',happy
'USER USER',nocode
'Today at USER I went into the store to see these amazing Peruvian pots URL',happy
'USER was fab last night, USER &amp; Southbank was cool today...all in all a good weekend in London with USER',happy
'USER USER USER URL',nocode
'Tough times, see Defining Beauty show at USER if you can, on into July. Classical views that human form fine (godlike) and moral.',happy
'USER How about starting a Twitter ac to tweet a few pictures every day &amp; over a period tweet all the collection? #AskTheGallery',nocode
'Le grand #Cézanne de la USER URL',nocode
'USER The Hockley Pendant (now USER was found by a 4 year old boy playing with his dad\'s detector URL',nocode
'USER USER Nice picture worthy of the national gallery!',happy
'thanks to USER USER USER and many people and places for their support #CastleHill15 USER USER',happy
'USER I wish you had something on bankruptcy in the ancient world',sad
'USER USER USER oh yes indeed... &amp; we\'re also v interested in bringing events data together across USER',nocode
'Sete di conoscenza (at USER in London, Greater London) URL URL',nocode
'Hey. Get ready for the Nazir Tanbouli shows 11-12July by watching this doc URL  From #streetart to the USER',nocode
'#Plymouth business try #cargobikes USER USER USER USER USER  URL',nocode
'or here URL … .An in house solution proposed to meet flexibility needs. Come on USER - it\'s time to TALK.',angry
'USER USER is a room full of different coloured ribbons printed with wishes from St Ives people, you chose take one and...',nocode
'What the British press thought of #Napoleon USER great inspiration for USER #COMICSTRIP Sat art club URL',happy
'USER USER USER USER USER USER USER USER USER',not-relevant
'Going behind the green door last weekend Tate St Ives RT USER Waiting. What now? Cellar chaos? USER URL',nocode
'TATE: “Every good painter paints what he is.” Jackson #Pollock coming soon USER  URL URL',nocode
'I\'m at USER in London, Greater London URL URL',nocode
'WOW! 3,653 sunrises over St Ives Bay and counting - URL USER USER USER URL',happy
'USER The Wilton Diptych: willowy serene angels, gorgeous gold, portable balm for the soul USER URL',happy
'I\'m at USER in London, Greater London URL',nocode
'PAJay USER 6/22/1794: We saw in another room a number of Roman dice, some of which appear to have been loaded',nocode
'USER USER No they look like silly putty.',disgust
'USER  一番のお気に入りはこれ。 ロンドン 大英博物館の天井クリアファイル！  I think the best souvenir! USER URL',happy
'My favourite #oilpainting  \'Tiger Tiger Burning Bright\' by #Rousseau love going to visit it in the USER  URL',happy
'USER The 2nd GENOCIDE against #Biafrans by#Buhari hs begun,3days of unreported Bombardment in #Biafraland URL',not-relevant
'USER I\'m a bonaparte fan without him Belgium would have been very different (education, government) and Paris too',nocode
'Between 1857-78 the USER acquired five of Botticelli\'s works, including \"Venus and Mars.\" #arthistory URL',nocode
'URL CAPP - new network, new activities  #CAPP_EU USER USER USER USER USER',nocode
'Our #TakeOnePicture display is on all summer. Pupils USER created this respons... URL via USER',nocode
'#FF USER USER USER USER USER USER',not-relevant
'USER #askthegallery Which parts of the gallery would you like to be more well attended?',nocode
'USER Astounding sweetness, really made me feel happy inside - she inspired me. USER',happy
'The portrait of Cecil John Rhodes by George Watts (c.1898) at the USER #London. #EmpireWarCricket URL',nocode
'USER how did the quality of the French army compare to the Grand Armée of earlier Napoleonic campaigns #Waterloo200',nocode
'USER USER URL',nocode
'USER Post 16 Subject Taster Week. Visit a Museum and College - lunch also included! Book your FREE place today, lks3 USER',nocode
'USER USER I will. It\'s just magnificent.',happy
'USER a shin guard?',nocode
'USER nooooooooooooooooo! cream, then jam ;)',nocode
'Our latest USER enews: Richard Long on \'A Line Made by Walking\', USER licensed for #IMOOS USER URL',nocode
'Kavita; Ishita (at USER in London, Greater London) URL',nocode
'USER USER False teeth where nick named waterloos as teeth taken from the dead',nocode
'USER thank you for following. We\'re really interested in the development of the #Arabic Language and ME history. Recommendations?',nocode
'Departmental Technician, USER USER Cambridge URL #arttechspace #arttechnician',not-relevant
'Rachel\'s USER review about the USER #WaddesdonBequest – check it out here URL',nocode
'#FF USER USER USER USER USER USER USER USER USER',not-relevant
'USER Cage of infancy longings for freedom, Musical instrument creativity',nocode
'We enjoyed the exhibition, but we\'d have liked to see critical race theory, queer theory, feminism represented USER USER',happy
'Get your creative juices flowing at To Have And To Hold writing workshop at USER URL URL',not-relevant
'USER USER USER USER USER USER Thank you :-)',happy
'It\'s #MolluscMonday at USER button top #shell #snail. More here: URL URL',nocode
'The Umbrellas (c. 1881-1886). Pierre-Auguste #Renoir via USER USER #umbrellas URL URL',nocode
'USER she is too good to (and for) you :-D USER USER',not-relevant
'USER Two weeks to go until Jackson Pollock: Blind Spots opens! URL” someone in liverpool come with me 👯',nocode
'USER Saw this for the second time on Sunday. I find it incredible!',happy
'USER USER tribute to Michelangelo Manchester Madonna just finished URL',nocode
'Don\'s miss the #events showcase at USER on 1 July URL #eventprofsuk #London',nocode
'Twitter mentions for USER URL - RT USER Glory charles.: National Gallery Gold  gilding.......som...',nocode
'#OTD 1519 Charles V was elected Holy Roman #Emperor. A #portrait frm th same yr URL USER URL',nocode
'USER USER needs of our supporters? Perhaps 2 or 3 examples of these needs?',nocode
'USER  Isn\'t it amazing? USER USER',happy
'Also been to the USER to see the #Napoleon propaganda exhibition. Absolutely brilliant!',happy
'USER USER USER Fabulous.',happy
'Graffiti of the classy kind near USER by Tulse Hill station this Am: \' Patsy is slag\' URL',not-relevant
'USER USER USER It is at that.',nocode
'USER Ah - will do :)',happy
'Archaeology magazine featured USER and USER documentation and cataloguing efforts #africanrockart URL',not-relevant
'Art in Dialogue: Duccio | Caro, National Gallery, London URL USER',nocode
'Not my writing (this time!) but that USER panel from the Indigenous Australians exhibition. Pops up every other day in my timeline',nocode
'USER Are you free to join us on Tuesday 7th July for a networking event sponsored by Volvo in Exeter? URL',nocode
'lovely, informative, short film by USER all about Ædwen\'s Brooch URL #AngloSaxon #Viking USER',happy
'A P Bassett Solicitors is out! URL Stories via USER USER USER',nocode
'USER USER he also just as notoriously take only about 8 minutes to complete breakfast We know his meal before the battle',nocode
'USER #RALPHMARLEY #Art URL',nocode
'Our current project working with USER is going well so far! The work of Henri Gaudier-Brzeska is providing enjoyment all round!',happy
'USER UNESCO-VENETO-THE OPERA,una risposta per l\'Italia e una nuova visione del Mondo su, URL',nocode
'USER USER   Greece is Greece! But Egyptian culture is before....',nocode
'Construction underway USER Exciting new cultural / community potential, hope helps finances too URL USER',happy
'Objects Too Big To Carry: a blog and consultation from Deborah Walton USER URL',nocode
'USER beautiful',happy
'USER USER ok. Thank you',happy
'Slightly more pertinently, his work\'s great. Ligon: Encounters and Collisions USER opens next week',happy
'USER Biggest number of Jackson Pollock’s black pourings in the UK: Northern Soul talks to Tate Liverpool URL',nocode
'Defining beauty: the body in ancient Greek art (at USER in London, Greater London w/ USER URL',nocode
'USER #AskTheGallery perhaps the questions may be better answered here(?)  informatio USER +44 (0)20 7747 2885',nocode
'Tickets now on sale for #DefiningBeauty USER URL',nocode
'Greek Beauty #lastdays Defining beauty – the body in ancient Greek art USER My take: URL URL',nocode
'USER hi! Interesting stuff so far... I\'m sat with USER and Susie from USER :)',happy
'USER I\'m afraid quite a lot is lost in translation here. See Mario Praz\'s explanation URL',not-relevant
'The excellent Teaching History with 100 objects URL by USER LOVE the poster sent to schools #CCConf2015',happy
'USER USER they look stunning. Wish I had \'smellyvision\' #britishgarden #rose #flowers #summer',happy
'USER USER Not pejoratively: Josiah Tucker 1766, shopkeeping nation; Adam Smith Wealth of Nations 1776, nation of shopkeepers',nocode
'The last #selfie USER with USER :( URL',sad
'USER  Фантастика !!!',not-relevant
'Early exhibition! (at USER in London, Greater London) URL',happy
'\'Elements of Nature\' with Constable Cotman Palmer Whistler Sargent Cézanne USER URL URL',nocode
'Join USER &amp; USER for a #WildAboutPlymouth Big Bug Hunt on 11th July URL USER #Plymouth',nocode
'James Richards composes a sonic score for a Francis Bacon painting USER part of VAC Collection displays URL',nocode
'USER Really interesting. Must visit. Thanks.',happy
'After 29 yrs #Cézanne #painting to leave UK unless funds raised USER via USER URL URL',sad
'USER USER This looks great; wish I could be there!',happy
'Gary\'s Southwest Daily is out! URL Stories via USER USER',nocode
'Fabulous feature on USER in USER a definite must read folks USER if you\'re planning a visit URL',happy
'Jun 2015: URL has British Museum USER covered under the MUSEUM tab URL #London #Museum',nocode
'#DefiningBeauty USER stunning celebration of the body in Ancient Greek #art. 5🌟- ends 2/7. 3min video👇 URL',happy
'USER thanks for the tour! Just amazing! 💜 from Madrid',happy
'#FF USER USER USER USER USER USER USER USER USER',nocode
'USER USER USER USER USER A pleasure to meet you all last week!',happy
'Don’t forget, tonight is the FREE USER curators talk at Breadalbane Community Campus.  7.30pm start! URL',nocode
'Ancient beauty and modern lives URL via USER',nocode
'A #Zurbarán le ha pasado ahora lo que a #Rembrandt hace 20 años en la USER desatribuciones a montones URL',not-relevant
'Sutton Hoo Ship burial USER URL',nocode
'Queen Charlotte\'s glance draws our eyes to the view of Eton College as seen from Windsor Castle URL USER',nocode
'USER USER USER USER USER USER see you all there! :-)',happy
'USER Excellnt exhibition BENEDICT RUBBRA Eye to Image until 2 Aug 2015 URL #art #Africa #nature #Devon #observation',happy
'Lovely blog from USER about our first ever Volunteer Awards scheme - well done everyone &amp; thanks for sharing! URL',happy
'USER “ #BobandRoberta I am angry more artists that have a profile r not speaking up! #foundationcourses. URL”',angry
'It\'s all happening USER today Pop in to see some wonderful #art #liverbuilding USER USER URL',happy
'USER  Great idea &amp; great pics - love this use of Instagram #InstaMuseum',happy
'USER Hey! Check out the national singing competition Open Mic UK! Open to all types of acts and all ages! URL',nocode
'Book for Making &amp; Promoting British Art USER URL Tues 23 June, 1.10pm, £2',nocode
'USER excited to see the start of the redevelopment #HLFsupported Visit now &amp; return in 2 year to be wowed!!  URL',happy
'USER My darkroom after Christopher Williams. URL',nocode
'Great to learn more from USER Informatics Lab people today: USER USER USER and Richard Hogben at USER',happy
'USER USER Answering that all-important EU question today about productivity of Greek workers: \"What\'s a Grecian urn?\"',nocode
'😊 (at USER in London, Greater London) URL',nocode
'Been to USER Treasured Possessions yet? URL',nocode
'USER not to brag but... URL',nocode
'Take a tour of The British Museum USER and practice your #Arabic. Here\'s the link. URL #talkarabic #learnarabic',nocode
'#NG365 Jan Steen\'s \"The Effects of Intemperance\" c.1664 USER #art #twitart URL',nocode
'Etruscan mirror-case with a representation of Odysseus &amp; Penelope—via USER archives URL URL',nocode
'It\'s sunny, I was just given an USER cupcake, and I\'m planning on going to the USER later #lifeisgood #fridayfeeling',happy
'It was a good selection of sculptures. I was familiar with many of them from AS level and my BA. USER USER',happy
'USER Watch the grand opening of \'The Edge\' USER URL URL USER #arts #dance #per…',nocode
'USER USER USER USER USER USER USER USER USER',not-relevant
'Defining Beauty (at USER in London, Greater London w/ USER URL URL',nocode
'USER USER I\'m not sure but it\'s look like a granada (pomergranate)',not-relevant
'Members\'Day USER #JacksonPollock URL',nocode
'And to top the visit off... Boilers on the rooftop! Well played USER X USER URL',happy
'USER USER USER will do, will probably be midweek though x',nocode
'USER my fav',happy
'Work starts on Tate St Ives phase two USER USER USER URL URL',nocode
'USER Nominate your favourite #Devon business women for a Venus Award now USER URL',not-relevant
'A curiously enticing painting. USER USER USER USER USER #art URL',nocode
'I think that an exhibition with ridiculing cartoons of Napoleon are not a proper way to commemorate a tragic war #Waterloo200 USER',disgust
'Link URL por USER es el tuit más popular en mis \'news feed\' de hoy',not-relevant
'USER set up information stall at USER Ancient World Discovery Day! Come over for some fun and have a chat with us :) #deaf',happy
'At Piero della Francesca conference USER starting with new info on USER great Baptism of Christ',nocode
'USER no clutter, shops, glass or other Fosterisms',nocode
'USER What\'s going on in this picture? URL',nocode
'USER That Rembrandt selfportrait is one of my favourite pictures. I visit it yearly around my birthday; it\'s taught me so much.',happy
'USER USER 🍤',nocode
'USER \'what is Art?\' #thecoloursofkennyroach USER #edfringe2015 URL',nocode
'USER thank you for the follow, following you back #DefeatingDepression USER',not-relevant
'Full on day, first up Pollock USER then invigilating USER &amp; now Antony Gormley USER Amazing! URL',happy
'How to take part in a Greco-Roman Sculpture themed flashmob near USER URL USER URL',nocode
'Off to the press preview of the new USER Pollock, Ligon and Bratescu shows this morning. A rather good line-up. Articles to come.',happy
'USER canaletto!',nocode
'USER USER  Oo! Fairies!',happy
'...and today is the LAST CHANCE to see USER before it closes for redevelopment URL',nocode
'Gold pendant from the Aigina treasure, Minoan, about 1850-1550 BC USER URL URL',nocode
'USER why weren\'t Russians present in Waterloo?',nocode
'{ USER }, #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics URL',nocode
'Illustration to Ptolemy\'s, \'Geographia Universalis\', Basel: Petri, 1545 USER URL',nocode
'Escape the crowds in Trafalgar Square USER this weekend and enjoy afternoon tea USER #weekend URL',nocode
'Book for USER Field visit programme URL USER USER &amp; USER',nocode
'Thank you USER for fascinating talk USER on art and #synaesthesia',happy
'USER that\'s fighting talk that is! but since you\'re so lovely i\'ll let it pass :)',happy
'Dancing thro pictures! Flickbook session was excellent! USER time to animate the creativity!! #castlehill15 URL',happy
'Book for Making &amp; Promoting British Art USER URL Tues 23 June, 1.10pm, £2',nocode
'Reading on Roman marriage. Here pic of Roman marriage ceremony from USER god Hymenaeus &amp; torch are missing URL',nocode
'USER You, of all museums, should join in on the wonderful #artbystanders hashtag... :) URL',happy
'off for a quick dip into the USER before USER board meet - Corin and a new kids commission! Love those so much.',happy
'USER USER The illusive saint like leader does not exist in human history nor a nation which shines above all others!',nocode
'USER I\'d love to do a story for URL email us - 3dprintdotco USER',nocode
'USER USER URL',nocode
'USER USER USER USER the one standing up is the Heel Stone isn\'t it?',nocode
'\"Another Moment Waiting To Happen\" selected for Evolver Prize Exhibition USER 4… URL URL',nocode
'#Verrocchio USER Ary #Scheffer USER #Magritte USER USER USER USER URL',nocode
'USER Do you yourself paint/draw/sculpt? Anything you can share for us?',nocode
'300 miles to see art? In this case it might be worth it. USER URL URL',happy
'USER Corot, al que sin duda anticipó Goya URL',nocode
'USER I wonder why? USER',nocode
'USER 2 Crabs, Jan 1889. Oil on canvas, 47 x 61 cm. Private collection, on loan to USER URL”',nocode
'USER The 2rd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland',not-relevant
'USER USER That prehistoric bone flute you had in your paleolithic exhibition a while back was my favorite.',happy
'I\'m at USER in London, Greater London URL',nocode
'USER - Coupe avec des créatures de la mer 1426-1435 Dynastie Ming Xuande  URL',nocode
'Loved #ancientlives exhibition USER Brilliant use of technology, amazing display, fascinating &amp; insightful. So cool #8mummies',happy
'I just told USER USER USER &amp; USER to #DropBP Sponsorship. Join me: URL',nocode
'Absolutely fascinated by #8mummies yesterday .... &amp; quite taken by the USER shop too :) URL',happy
'\"We\'ve pulled out all the stops\" - curator Jane Munro on USER watercolours URL URL',nocode
'USER USER great pic. What a day. Cheers :-)',happy
'{ USER }, #Korea #China #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics URL',nocode
'USER USER More remarkable for abdicating voluntarily,',nocode
'Thanks USER &amp; USER for showing me what you\'re working on. See you again at USER in July!',happy
'Great to be with USER on his terrific radio show USER chatting about USER #Cambridge URL',happy
'Review of #IndigenousAustralia USER  #anthropology URL URL',nocode
'USER USER 2013 I was there the day before Summer Solstice USER #anglesey They were also making new visitors\' center',nocode
'USER USER Boom Boom',nocode
'Waterloo; Wellington in foreground, holding a telescope and reins USER #Waterloo200 URL URL',nocode
'USER USER in their minds, probably yes. If you are protecting it though, then you return it as soon as situation changes',not-relevant
'Well worth a visit - #IndigenousAustralia USER On until 2 Aug 2015. URL',happy
'USER USER USER USER Look forward to visiting the exhibition.',happy
'USER golden draperies on the walls',nocode
'My mind on a canvas #seewhatididthere USER #London URL',nocode
'My review of the fab USER at USER in USER URL (under my nom de plume) Birdsong ahoy! #stornoway',happy
'USER USER Mr Thomas learnt lots today during his visit #BarbaraHepworth URL',nocode
'USER James VI (Scotland) and I (England). His portrait is in this jewel  What is the meaning of \"R\"?',nocode
'USER USER Also on display on our bedroom ceiling! URL',happy
'Always love the mosaic floors USER #London. Simple ideas like #curiosity #open mind &amp; rest &amp; be thankful URL',happy
'#Repost USER with repostapp. ・・・ Today marks the 200th anniversary of the Battle of… URL',nocode
'USER USER graduate role in development team USER for any new grads interested in fundraising URL',nocode
'USER USER love the Rubens drawings, seeing his hand at work. Btw high temp 64 here today! #craycray USER',happy
'\'Dizzy\' reflected in Winifred Nicholson\'s Cyclamen &amp; Primula, in the Lower Extension USER URL',nocode
'\'Founder\' of the USER Sir Hans Sloane (1650 - 1753) URL',nocode
'USER USER USER whoops sorry IN whitechapel but at the Brady Art Centre!',nocode
'Jackson Pollock’s black pourings: Northern Soul talks to USER URL #Liverpool #JacksonPollock #Pollock #art',nocode
'BritishMuseum: RT USER A very intresting insight into ancient Egypt USER exhibition Ancient Li… URL',happy
'Looking forward to seeing our USER creative project with USER today URL URL',happy
'USER  USER us on Facebook Page &amp; Group:HERITAGE/MUSEUM CLUBS MOVEMENT OF SOUTH AFRICA',nocode
'USER USER I saw something this week on Australian TV on the British Museum ..it did look fantastic !',happy
'Boy and girl, nobility and nubility – all are collapsed together in the \'Sleeping Hermaprodite\' USER URL',nocode
'new volunteering opportunities at USER working on collections or front-of-house URL',not-relevant
'USER USER love that description of #Pollock',happy
'This cheeky beauty is a popular exhibit at USER One of many representations of the love goddess they have. URL',happy
'Just me, USER and USER at the USER event at the USER amazing Alex Colville exhibit URL',happy
'USER USER I\'d like to know',nocode
'We interrupt our summer editing hiatus for a progress update: catch Sarah this Sat anoon USER Gallery URL',nocode
'If only the Thames was as swimmer-friendly! Hiding from the heat USER #London #summer URL',nocode
'USER USER  Angel\"how you feeling after the weekend ? \" Saint \"ruff, I wouldn\'t go in there just yet \" Angel \"bless you child\"',nocode
'Morning peeps, beautiful morning in Cranleigh, looking forward to a shindig USER later☺️ URL',happy
'In \'The Painter\'s Father\', Cézanne\'s father is shown immersed in his newspaper. You can v... URL via USER',nocode
'USER USER I don\'t think the model is Saskia.',nocode
'USER USER Remember being there with mr and Julia in the Mezozoic era? That manuscript exhibit?',nocode
'Visited USER today and the whole house was fantastic, especially the USER exhibition. Lovely, welcoming staff too.',happy
'It\'s #ilovemuseums day! V lucky to have so many brilliant museums nearby to entertain children, visitors&amp; me USER USER',happy
'USER Yes looking forward to. Last Pollock show I saw was during 2012 in Tokyo. Saw the amazing “Mural on Indian Red Ground”.',happy
'At work in #Exeter today USER USER URL',nocode
'Today USER millionth visitor received a 3D printed copy of an ancient Peruvian pot and behind-the-scenes tour URL',nocode
'#FF TGIF! USER USER USER USER USER',happy
'Objets d\'histoires, le Journal is out! URL Stories via USER USER',nocode
'Discover The Arts with Social Media: NOHO Featured Artists Blandine Bardeau and Hermoine Carline URL USER 🎨',nocode
